Conf,G_x,GS,MP_x,FG,FGA,FG%_x,2P,2PA,2P%,3P,3PA,3P%_x,FT,FTA,FT%_x,ORB,DRB,TRB_x,AST_x,STL,BLK,TOV,PF,PTS_x,SOS,Years Played,Player,Rk,Pk,Tm,College,Yrs,G_y,MP_y,PTS_y,TRB_y,AST_y,FG%_y,3P%_y,FT%_y,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
CUSA,127.0,127.0,31.2,6.3,13.6,0.464,4.4,8.8,0.498,1.9,4.8,0.401,3.1,3.7,0.817,1.7,3.5,5.2,2.2,1.9,0.6,2.5,2.5,17.6,-1.08,5,Courtney Lee,22,22,ORL,Western Kentucky,12.0,811.0,21938.0,7765.0,2127.0,1353.0,0.451,0.388,0.853,27.1,9.6,2.6,1.7,39.3,0.086,-0.6,7.9,2008
Big 10,37.0,35.0,27.1,6.0,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4.0,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97,2,Kosta Koufos,23,23,UTA,Ohio State,11.0,686.0,11271.0,3913.0,3452.0,359.0,0.534,0.0,0.582,16.4,5.7,5.0,0.5,28.3,0.12,-1.3,2.0,2008
Horizon,95.0,87.0,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.404,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17.0,-3.27,5,George Hill,26,26,SAS,IUPUI,15.0,900.0,24280.0,9469.0,2712.0,2777.0,0.456,0.379,0.805,27.0,10.5,3.0,3.1,70.3,0.139,1.1,19.2,2008
Big 12,78.0,46.0,21.9,4.7,8.7,0.541,4.7,8.5,0.552,0.0,0.2,0.118,1.8,2.7,0.676,2.2,3.3,5.5,0.6,0.7,1.4,1.6,2.8,11.3,7.53,3,Darrell Arthur,27,27,NOH,Kansas,9.0,503.0,8945.0,3282.0,1768.0,409.0,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4,2008
ACC,35.0,35.0,35.8,6.2,14.9,0.418,3.7,7.4,0.492,2.6,7.5,0.345,2.7,3.8,0.707,1.7,5.5,7.2,2.0,1.3,1.6,2.6,2.9,17.7,7.96,2,Donté Greene,28,28,MEM,Syracuse,4.0,253.0,4259.0,1541.0,600.0,183.0,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017,-2.8,-0.9,2008
Big 10,99.0,97.0,30.6,5.5,9.8,0.562,5.5,9.8,0.563,0.0,0.0,0.333,3.5,5.1,0.69,2.4,5.1,7.6,0.9,0.7,2.0,1.7,2.6,14.6,7.95,5,D.J. White,29,29,DET,Indiana,6.0,138.0,2111.0,810.0,437.0,80.0,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-2.1,0.0,2008
MW,122.0,105.0,29.0,5.1,10.9,0.464,3.4,6.2,0.551,1.7,4.8,0.35,1.5,2.5,0.602,1.0,4.7,5.7,1.9,1.0,0.8,1.9,1.9,13.3,6.22,7,J.R. Giddens,30,30,BOS,New Mexico,2.0,38.0,247.0,73.0,54.0,13.0,0.476,0.0,0.565,6.5,1.9,1.4,0.3,0.1,0.027,-4.3,-0.1,2008
CUSA,40.0,10.0,15.3,2.8,5.2,0.534,2.8,5.1,0.541,0.0,0.1,0.0,1.4,2.8,0.5,1.4,2.4,3.8,0.9,0.6,0.9,1.6,2.0,7.0,4.6,6,Walter Sharpe,32,32,SEA,UAB,1.0,8.0,20.0,8.0,3.0,0.0,0.364,0.0,0.0,2.5,1.0,0.4,0.0,-0.1,-0.131,-10.1,0.0,2008
AAC,149.0,112.0,21.7,2.7,4.4,0.614,2.7,4.4,0.614,0.0,0.0,,1.3,3.1,0.42,3.4,4.7,8.1,0.5,1.1,1.8,1.3,3.1,6.7,4.83,5,Joey Dorsey,33,33,POR,Memphis,4.0,130.0,1488.0,344.0,513.0,55.0,0.534,0.0,0.375,11.4,2.6,3.9,0.4,2.9,0.092,-2.7,-0.3,2008
Big 12,110.0,96.0,28.5,4.0,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.419,2.5,3.2,0.767,0.3,2.5,2.8,3.8,2.6,0.4,2.4,2.4,12.2,7.56,4,Mario Chalmers,34,34,MIN,Kansas,9.0,646.0,17245.0,5743.0,1585.0,2412.0,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,-0.6,5.9,2008
SEC,35.0,21.0,20.1,3.2,5.2,0.617,3.2,5.2,0.617,0.0,0.0,,1.5,3.4,0.437,1.9,4.1,6.0,0.4,0.2,1.3,1.6,1.9,7.9,7.46,2,DeAndre Jordan,35,35,LAC,Texas A&M,15.0,1008.0,26587.0,9063.0,10285.0,954.0,0.674,0.154,0.475,26.4,9.0,10.2,0.9,95.4,0.172,1.3,22.0,2008
Pac 12,107.0,106.0,29.5,3.4,6.8,0.503,3.2,6.0,0.545,0.2,0.9,0.215,1.7,2.5,0.668,2.6,4.7,7.2,1.6,1.3,0.6,1.8,2.2,8.7,8.6,4,Luc Mbah a Moute,37,37,MIL,UCLA,12.0,689.0,16038.0,4380.0,2800.0,588.0,0.454,0.334,0.659,23.3,6.4,4.1,0.9,26.0,0.078,-1.5,2.0,2008
Pac 12,121.0,103.0,29.8,3.3,7.2,0.464,3.0,5.9,0.505,0.4,1.3,0.277,2.6,3.6,0.716,1.3,3.4,4.7,3.8,1.6,0.8,2.6,2.0,9.6,6.88,5,Kyle Weaver,38,38,CHA,Washington State,3.0,73.0,1379.0,363.0,158.0,119.0,0.441,0.353,0.736,18.9,5.0,2.2,1.6,1.5,0.051,-1.1,0.3,2008
SEC,69.0,66.0,31.2,5.2,11.0,0.473,3.8,7.3,0.527,1.3,3.7,0.366,1.6,2.1,0.767,1.6,3.0,4.6,2.3,1.3,0.3,2.7,2.0,13.3,7.74,3,Sonny Weems,39,39,CHI,Arkansas,4.0,183.0,3335.0,1189.0,402.0,257.0,0.465,0.283,0.702,18.2,6.5,2.2,1.4,0.0,0.001,-4.2,-1.8,2008
AAC,109.0,100.0,26.1,5.1,9.4,0.54,4.4,7.6,0.579,0.7,1.8,0.372,3.3,4.6,0.725,1.2,2.4,3.7,1.7,1.0,0.4,2.0,1.9,14.2,4.64,4,Chris Douglas-Roberts,40,40,NJN,Memphis,6.0,222.0,4381.0,1571.0,472.0,254.0,0.439,0.329,0.831,19.7,7.1,2.1,1.1,5.4,0.059,-2.2,-0.2,2008
ACC,123.0,123.0,32.8,5.2,12.9,0.406,3.4,7.9,0.433,1.8,5.0,0.362,4.7,5.5,0.846,1.0,3.0,4.0,4.8,1.6,0.1,3.3,2.7,16.9,7.98,5,Sean Singletary,42,42,SAC,Virginia,1.0,37.0,303.0,90.0,35.0,29.0,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0.0,0.006,-5.1,-0.2,2008
Big East,127.0,26.0,16.2,1.6,3.1,0.518,1.3,2.4,0.565,0.3,0.7,0.36,0.9,1.6,0.584,1.3,2.1,3.4,1.0,0.6,0.6,1.1,2.3,4.3,8.67,7,Patrick Ewing,43,43,SAC,Georgetown,1.0,7.0,19.0,3.0,2.0,2.0,0.0,0.0,0.75,2.7,0.4,0.3,0.3,-0.1,-0.158,-9.1,0.0,2008
D2,103.0,97.0,27.2,5.0,9.3,0.535,5.0,9.3,0.535,0.0,0.0,,3.4,6.1,0.547,2.2,4.4,6.7,1.2,0.4,1.0,2.1,2.9,13.3,3.79,5,Trent Plaisted,46,46,SEA,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,,2008
Big 12,37.0,33.0,26.6,5.6,12.3,0.456,4.6,8.9,0.52,0.9,3.3,0.285,3.2,4.4,0.727,2.4,3.7,6.0,1.7,0.8,0.5,2.5,3.2,15.3,6.66,3,Henry Walker,47,47,WAS,Kansas State,5.0,181.0,3016.0,1079.0,401.0,153.0,0.446,0.369,0.76,16.7,6.0,2.2,0.8,5.0,0.079,-1.8,0.2,2008
Pac 12,117.0,115.0,31.2,5.2,10.4,0.504,4.0,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2.0,3.1,5.1,2.1,0.6,0.6,2.0,2.5,14.1,6.87,5,Malik Hairston,48,48,PHO,Oregon,2.0,62.0,472.0,149.0,77.0,29.0,0.512,0.167,0.514,7.6,2.4,1.2,0.5,0.8,0.086,-2.0,0.0,2008
SEC,95.0,86.0,28.4,5.5,9.3,0.59,5.5,9.2,0.596,0.0,0.1,0.231,2.9,4.9,0.594,3.3,5.6,8.9,1.4,0.9,1.6,1.9,2.8,14.0,6.67,4,Richard Hendrix,49,49,GSW,Alabama,,,,,,,,,,,,,,,,,,2008
Pac 12,101.0,78.0,22.1,2.8,5.3,0.517,2.8,5.3,0.517,0.0,0.0,,1.9,3.1,0.609,1.8,4.6,6.4,0.4,0.4,1.3,1.1,2.7,7.4,7.98,5,DeVon Hardin,50,50,SEA,California,,,,,,,,,,,,,,,,,,2008
SEC,132.0,122.0,30.2,5.3,11.2,0.471,2.5,4.6,0.543,2.8,6.6,0.421,1.9,2.4,0.791,1.1,2.9,3.9,1.7,0.8,0.3,1.5,1.6,15.2,7.05,5,Shan Foster,51,51,DAL,Vanderbilt,,,,,,,,,,,,,,,,,,2008
Big 12,125.0,39.0,16.6,2.5,4.3,0.58,2.5,4.2,0.583,0.0,0.0,0.333,1.8,2.6,0.685,1.7,3.2,4.9,0.5,0.5,0.4,1.0,1.8,6.8,8.38,5,Darnell Jackson,52,52,MIA,Kansas,3.0,138.0,1039.0,308.0,203.0,26.0,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-5.2,-0.8,2008
Pac 12,127.0,91.0,27.9,3.3,6.5,0.503,2.3,3.9,0.573,1.0,2.6,0.397,2.3,3.0,0.775,1.8,5.3,7.1,1.8,1.0,0.4,1.3,2.0,9.9,6.87,5,Maarty Leunen,54,54,HOU,Oregon,,,,,,,,,,,,,,,,,,2008
Big 12,31.0,30.0,35.0,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,5.19,2,Mike Taylor,55,55,POR,Iowa State,1.0,51.0,771.0,289.0,87.0,106.0,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.2,-0.6,2008
Big 12,135.0,65.0,16.5,2.5,4.3,0.568,2.5,4.3,0.568,0.0,0.0,,1.2,2.4,0.512,1.5,2.3,3.9,0.3,0.4,1.1,0.8,2.3,6.1,8.38,5,Sasha Kaun,56,56,SEA,Kansas,1.0,25.0,95.0,23.0,26.0,3.0,0.529,,0.455,3.8,0.9,1.0,0.1,0.2,0.096,-2.8,0.0,2008
Big 10,130.0,89.0,24.9,4.1,8.1,0.506,3.9,7.4,0.523,0.2,0.7,0.33,2.4,3.4,0.696,1.8,4.2,6.0,1.1,0.9,1.8,1.8,2.5,10.9,7.37,5,James Gist,57,57,SAS,Maryland,,,,,,,,,,,,,,,,,,2008
SEC,127.0,76.0,25.3,4.0,9.2,0.438,2.6,5.0,0.512,1.5,4.2,0.35,1.8,2.6,0.702,1.2,2.2,3.4,1.5,0.5,0.2,1.6,1.9,11.3,8.87,5,Joe Crawford,58,58,LAL,Kentucky,1.0,2.0,23.0,9.0,4.0,1.0,0.3,0.25,1.0,11.5,4.5,2.0,0.5,0.0,0.037,-2.7,0.0,2008
ACC,128.0,125.0,29.3,3.9,8.4,0.467,3.6,7.1,0.498,0.4,1.3,0.294,2.8,4.5,0.616,1.9,3.5,5.4,1.5,1.2,0.9,1.7,3.1,11.0,6.31,5,Deron Washington,59,59,DET,Virginia Tech,,,,,,,,,,,,,,,,,,2008
Big 12,68.0,63.0,30.9,7.1,11.5,0.618,7.1,11.4,0.622,0.0,0.1,0.3,4.5,7.7,0.589,3.6,8.3,11.8,2.1,1.1,1.0,2.8,2.5,18.8,7.37,3,Blake Griffin,1,1,LAC,Oklahoma,13.0,741.0,24059.0,14424.0,6016.0,3014.0,0.493,0.327,0.696,32.5,19.5,8.1,4.1,80.1,0.16,3.4,32.6,2009
Big East,100.0,99.0,29.3,3.6,5.9,0.611,3.6,5.9,0.611,0.0,0.0,,3.1,5.0,0.625,3.0,5.4,8.5,0.4,0.4,4.2,1.8,2.6,10.3,7.14,4,Hasheem Thabeet,2,2,MEM,UConn,5.0,224.0,2357.0,483.0,595.0,27.0,0.567,,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4,2009
Pac 12,69.0,68.0,35.0,6.0,11.9,0.506,4.6,8.0,0.57,1.5,3.9,0.376,5.4,7.2,0.755,1.3,4.1,5.4,3.7,1.9,0.4,3.0,2.5,19.0,7.05,3,James Harden,3,3,OKC,Arizona State,14.0,968.0,33583.0,24045.0,5462.0,6687.0,0.442,0.362,0.86,34.7,24.8,5.6,6.9,153.6,0.22,6.7,73.8,2009
AAC,37.0,35.0,29.0,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.274,3.7,5.2,0.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,4.63,2,Tyreke Evans,4,4,SAC,Memphis,10.0,594.0,18242.0,9347.0,2720.0,2852.0,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1,2009
ACC,73.0,73.0,36.5,5.6,12.2,0.46,4.2,8.1,0.525,1.4,4.2,0.333,4.0,5.1,0.782,0.6,2.1,2.7,6.0,1.5,0.2,3.1,1.5,16.6,8.72,3,Jonny Flynn,6,6,MIN,Syracuse,3.0,163.0,3738.0,1504.0,307.0,634.0,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.0,-1.9,2009
A10,104.0,103.0,32.6,8.4,17.9,0.467,4.4,8.3,0.53,4.0,9.7,0.412,4.6,5.3,0.876,0.8,3.8,4.5,3.7,2.1,0.3,3.0,2.4,25.3,-1.31,4,Stephen Curry,7,7,GSW,Davidson,14.0,853.0,29286.0,20867.0,4010.0,5568.0,0.474,0.428,0.908,34.3,24.5,4.7,6.5,124.4,0.204,6.6,63.5,2009
Pac 12,97.0,79.0,27.0,5.1,8.8,0.578,5.1,8.8,0.578,0.0,0.0,,2.3,3.6,0.636,2.8,5.1,7.9,0.8,0.5,1.4,2.0,2.7,12.5,9.93,4,Jordan Hill,8,8,NYK,Arizona,8.0,409.0,7692.0,3232.0,2389.0,322.0,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2.0,0.0,2009
Pac 12,35.0,35.0,33.4,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1.0,0.167,2.7,4.2,0.646,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.1,13.9,9.15,2,DeMar DeRozan,9,9,TOR,USC,14.0,998.0,34267.0,20938.0,4433.0,3930.0,0.467,0.287,0.84,34.3,21.0,4.4,3.9,88.7,0.124,0.8,24.2,2009
ACC,140.0,127.0,32.2,4.1,10.3,0.4,2.7,6.0,0.457,1.4,4.4,0.32,1.5,2.6,0.589,1.5,5.5,6.9,3.9,1.5,0.6,2.4,1.9,11.2,7.65,5,Terrence Williams,11,11,NJN,Louisville,4.0,153.0,2922.0,1085.0,545.0,364.0,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,2009
ACC,103.0,79.0,25.3,4.4,9.7,0.458,3.8,7.6,0.493,0.7,2.0,0.329,2.7,3.9,0.706,1.2,3.0,4.2,1.8,1.0,0.7,1.9,1.7,12.3,9.61,4,Gerald Henderson,12,12,CHA,Duke,8.0,535.0,13854.0,5987.0,1716.0,1009.0,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,2009
ACC,142.0,141.0,30.9,6.6,12.3,0.536,6.5,12.1,0.541,0.1,0.3,0.316,6.9,8.7,0.791,3.4,5.2,8.6,1.1,1.3,0.5,2.1,2.5,20.2,8.39,5,Tyler Hansbrough,13,13,IND,UNC,7.0,428.0,7233.0,2881.0,1808.0,181.0,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.0,0.0,2009
ACC,104.0,63.0,26.7,4.0,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.298,2.0,3.2,0.64,2.1,4.9,7.0,1.7,0.9,1.2,2.1,1.7,10.6,8.03,4,Earl Clark,14,14,PHO,Louisville,6.0,261.0,3630.0,1138.0,778.0,134.0,0.403,0.328,0.664,13.9,4.4,3.0,0.5,2.9,0.038,-2.8,-0.8,2009
WCC,67.0,34.0,22.5,4.1,8.6,0.477,3.2,6.4,0.495,0.9,2.2,0.422,2.5,3.1,0.79,0.9,4.9,5.8,1.0,0.7,1.9,1.9,2.6,11.6,2.85,3,Austin Daye,15,15,DET,Gonzaga,6.0,293.0,4132.0,1522.0,764.0,212.0,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.0,0.0,2009
ACC,61.0,59.0,29.9,5.8,11.2,0.515,4.9,8.4,0.587,0.8,2.8,0.296,2.5,3.6,0.693,2.8,5.5,8.3,1.6,1.4,1.4,2.5,3.0,14.8,8.09,3,James Johnson,16,16,CHI,Wake Forest,14.0,757.0,15399.0,5778.0,2687.0,1590.0,0.474,0.301,0.679,20.3,7.6,3.5,2.1,27.4,0.086,0.4,9.4,2009
Pac 12,35.0,35.0,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,7.19,2,Jrue Holiday,17,17,PHI,UCLA,14.0,870.0,28817.0,14161.0,3516.0,5596.0,0.46,0.364,0.781,33.1,16.3,4.0,6.4,59.2,0.099,1.6,25.9,2009
ACC,105.0,95.0,27.0,4.4,8.5,0.517,3.3,5.9,0.568,1.1,2.6,0.403,3.2,4.1,0.78,0.6,2.3,2.9,5.8,1.8,0.1,2.1,2.0,13.1,8.59,4,Ty Lawson,18,18,MIN,UNC,8.0,551.0,16088.0,6977.0,1506.0,3316.0,0.46,0.359,0.77,29.2,12.7,2.7,6.0,42.1,0.126,1.4,13.6,2009
ACC,61.0,52.0,30.9,5.2,11.2,0.462,3.9,8.2,0.477,1.3,3.0,0.421,4.8,5.9,0.812,0.5,2.5,3.0,3.0,1.9,0.6,3.0,2.3,16.4,8.09,3,Jeff Teague,19,19,ATL,Wake Forest,12.0,826.0,22164.0,10061.0,1989.0,4585.0,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3,2009
A10,130.0,104.0,30.7,5.0,11.2,0.449,3.9,8.3,0.477,1.1,3.0,0.37,3.9,4.9,0.791,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2.0,15.0,-0.76,5,Eric Maynor,20,20,UTA,VCU,5.0,267.0,3896.0,1141.0,348.0,760.0,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8,2009
Pac 12,142.0,104.0,29.2,4.0,8.3,0.475,2.8,5.7,0.494,1.2,2.7,0.435,2.5,2.9,0.851,0.4,1.8,2.3,4.1,1.6,0.1,2.4,1.4,11.5,8.25,5,Darren Collison,21,21,NOH,UCLA,11.0,711.0,20833.0,8861.0,1889.0,3545.0,0.471,0.394,0.853,29.3,12.5,2.7,5.0,49.9,0.115,0.5,13.4,2009
Big 10,33.0,2.0,20.3,3.6,5.7,0.638,3.6,5.7,0.642,0.0,0.0,0.0,1.6,2.8,0.559,1.7,3.0,4.7,0.3,0.5,1.1,1.5,2.1,8.8,8.23,2,Byron Mullens,24,24,DAL,Ohio State,5.0,189.0,3446.0,1398.0,790.0,153.0,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.0,-1.8,2009
Pac 12,105.0,104.0,32.7,4.8,8.2,0.58,4.8,8.2,0.58,0.0,0.0,,2.9,4.6,0.629,2.9,5.6,8.5,1.4,0.7,2.4,2.5,3.1,12.4,8.54,4,Taj Gibson,26,26,CHI,USC,14.0,921.0,22218.0,8181.0,5522.0,895.0,0.518,0.254,0.713,24.1,8.9,6.0,1.0,59.4,0.128,-0.7,7.1,2009
SEC,134.0,89.0,24.5,4.5,8.4,0.535,4.3,7.6,0.559,0.2,0.7,0.281,2.1,3.5,0.603,2.4,3.6,6.0,1.6,1.1,0.4,1.3,2.3,11.2,7.12,8,DeMarre Carroll,27,27,MEM,Missouri,11.0,578.0,13675.0,5150.0,2454.0,726.0,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,0.104,0.0,6.7,2009
ACC,115.0,112.0,28.5,5.4,11.6,0.463,3.4,6.6,0.513,2.0,5.0,0.397,2.0,2.5,0.809,1.1,3.0,4.1,2.2,0.9,0.1,1.5,1.5,14.7,8.59,4,Wayne Ellington,28,28,MIN,UNC,13.0,770.0,16100.0,6190.0,1643.0,852.0,0.41,0.382,0.843,20.9,8.0,2.1,1.1,21.1,0.063,-1.5,2.1,2009
ACC,130.0,126.0,34.2,5.7,12.9,0.442,3.8,8.0,0.483,1.8,4.9,0.376,3.6,4.4,0.802,0.8,3.0,3.8,2.6,1.8,0.3,2.6,2.3,16.8,7.61,8,Toney Douglas,29,29,LAL,Florida State,8.0,394.0,7511.0,3009.0,875.0,889.0,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2,2009
Pac 12,126.0,120.0,30.2,4.8,8.4,0.58,4.8,8.3,0.585,0.0,0.1,0.0,2.9,3.8,0.764,2.7,4.8,7.5,0.8,0.5,1.0,1.8,3.1,12.6,7.31,5,Jeff Ayres,31,31,SAC,Arizona State,6.0,237.0,2322.0,690.0,632.0,99.0,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2,2009
AAC,122.0,60.0,25.8,5.8,12.5,0.466,3.8,7.0,0.536,2.1,5.5,0.376,2.5,3.3,0.764,1.5,2.3,3.9,1.4,0.9,0.4,2.2,1.7,16.2,0.56,5,Jermaine Taylor,32,32,WAS,Central Florida,2.0,65.0,786.0,351.0,108.0,48.0,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-3.7,-0.3,2009
Big East,139.0,104.0,27.2,3.7,7.1,0.524,3.7,7.0,0.525,0.0,0.0,0.333,2.2,3.2,0.693,2.5,3.4,5.9,1.0,1.2,0.8,1.8,2.8,9.6,8.7,5,Dante Cunningham,33,33,POR,Villanova,10.0,715.0,14875.0,4133.0,2676.0,506.0,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1,2009
Big East,101.0,98.0,27.6,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,1.3,3.1,4.4,1.3,1.0,0.6,2.2,2.4,11.2,8.56,4,DaJuan Summers,35,35,DET,Georgetown,4.0,83.0,820.0,278.0,82.0,29.0,0.384,0.367,0.642,9.9,3.3,1.0,0.3,-0.1,-0.008,-5.8,-0.8,2009
ACC,143.0,78.0,25.5,5.0,10.1,0.498,4.2,7.8,0.539,0.8,2.3,0.356,2.4,3.4,0.692,1.8,3.2,5.0,1.0,0.8,0.8,1.9,1.7,13.2,8.0,5,Sam Young,36,36,MEM,Pitt,4.0,249.0,3966.0,1436.0,573.0,180.0,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1,2009
ACC,72.0,71.0,26.6,5.5,9.6,0.568,5.5,9.6,0.568,0.0,0.0,,2.7,4.3,0.614,4.7,6.0,10.7,1.1,1.6,1.0,1.6,2.8,13.6,8.23,3,DeJuan Blair,37,37,SAS,Pitt,7.0,424.0,7054.0,2865.0,2153.0,349.0,0.524,0.0,0.608,16.6,6.8,5.1,0.8,19.0,0.129,-1.2,1.4,2009
Pac 12,131.0,129.0,28.7,5.5,10.3,0.534,5.5,10.3,0.534,0.0,0.0,0.0,2.8,4.6,0.612,3.7,6.1,9.8,1.0,0.8,0.1,2.1,2.8,13.8,7.16,5,Jon Brockman,38,38,POR,Washington,3.0,150.0,1570.0,320.0,472.0,49.0,0.488,0.0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8,2009
Big East,106.0,72.0,25.0,3.7,6.5,0.573,3.2,5.3,0.61,0.5,1.2,0.415,2.4,3.3,0.718,1.9,3.7,5.6,1.5,0.7,0.8,1.6,2.5,10.3,4.5,4,Derrick Brown,40,40,CHA,Xavier,3.0,171.0,2554.0,895.0,413.0,119.0,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4,2009
SEC,81.0,42.0,27.7,4.8,10.9,0.436,2.6,5.2,0.491,2.2,5.7,0.386,3.7,4.1,0.89,0.7,2.4,3.0,1.6,1.1,0.1,1.8,1.6,15.4,7.77,4,Jodie Meeks,41,41,MIL,Kentucky,10.0,539.0,12110.0,4988.0,1120.0,583.0,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2,2009
SEC,70.0,67.0,34.1,4.1,9.7,0.42,2.1,4.6,0.463,2.0,5.2,0.382,2.8,3.9,0.73,1.2,4.4,5.5,2.8,1.5,0.4,2.0,2.3,13.0,7.74,3,Patrick Beverley,42,42,LAL,Arkansas,11.0,560.0,15313.0,4852.0,2362.0,1926.0,0.413,0.376,0.758,27.3,8.7,4.2,3.4,35.5,0.111,0.9,11.3,2009
SEC,127.0,107.0,34.1,5.6,13.0,0.43,3.0,6.6,0.457,2.6,6.4,0.402,3.4,4.3,0.789,0.3,2.2,2.6,2.4,0.7,0.2,2.6,1.5,17.1,-1.9,5,Marcus Thornton,43,43,MIA,LSU,8.0,483.0,11299.0,5750.0,1348.0,677.0,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20.0,0.085,0.2,6.2,2009
CAA,127.0,107.0,34.1,5.6,13.0,0.43,3.0,6.6,0.457,2.6,6.4,0.402,3.4,4.3,0.789,0.3,2.2,2.6,2.4,0.7,0.2,2.6,1.5,17.1,-1.9,5,Marcus Thornton,45,45,BOS,William & Mary,,,,,,,,,,,,,,,,,,2015
SEC,66.0,65.0,32.7,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.771,2.0,3.5,5.5,1.8,1.5,0.3,2.0,2.0,20.4,4.46,3,Marcus Thornton,43,43,MIA,LSU,8.0,483.0,11299.0,5750.0,1348.0,677.0,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20.0,0.085,0.2,6.2,2009
CAA,66.0,65.0,32.7,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.771,2.0,3.5,5.5,1.8,1.5,0.3,2.0,2.0,20.4,4.46,3,Marcus Thornton,45,45,BOS,William & Mary,,,,,,,,,,,,,,,,,,2015
Pac 12,100.0,100.0,35.4,6.0,12.8,0.469,4.1,7.8,0.524,1.9,5.0,0.383,3.1,4.0,0.782,1.4,4.4,5.8,2.8,1.3,0.4,2.1,1.8,17.0,9.93,4,Chase Budinger,44,44,DET,Arizona,7.0,407.0,7998.0,3198.0,1240.0,473.0,0.43,0.352,0.797,19.7,7.9,3.0,1.2,13.9,0.083,-0.5,2.9,2009
SEC,72.0,71.0,33.0,5.3,11.6,0.455,3.5,6.8,0.507,1.8,4.8,0.38,3.9,5.4,0.715,1.0,4.3,5.3,6.3,1.8,0.1,3.1,2.0,16.3,4.43,3,Nick Calathes,45,45,MIN,Florida,2.0,129.0,2011.0,590.0,243.0,353.0,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.5,0.8,2009
